credit.policy,purpose,int.rate,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,installment
1,educational,0.1608,11.57025053,20.39,677,6269.958333,33627,74.7,1,0,0,1,492.76
1,all_other,0.0768,10.49127422,1.8,747,2520,4782,16.7,0,0,0,0,31.19
1,educational,0.1071,11.60823564,15.01,697,3059.958333,71928,87.9,1,0,0,0,117.37
1,debt_consolidation,0.1197,10.84583582,22.73,692,3719.958333,12235,70.3,0,0,0,0,166
1,all_other,0.1197,11.26446411,13,682,2999.958333,36920,88.6,0,0,0,0,318.72
1,debt_consolidation,0.0976,10.69194491,18.38,722,4393.958333,8504,25,1,0,0,0,151.13
1,all_other,0.1166,11.1124479,7.07,677,6060,8224,52.1,0,0,0,0,198.32
1,debt_consolidation,0.1197,11.06663836,22.28,697,5579.958333,30970,71,1,0,0,1,239.04
1,debt_consolidation,0.1166,10.47107151,17.69,702,3930,12110,30.2,2,1,0,1,170.22
1,all_other,0.08,10.27467173,2.24,792,14100,2751,16.7,0,0,0,0,313.37
1,debt_consolidation,0.1324,10.81977828,17.77,677,4859.958333,17807,81.3,3,0,1,1,83.68
1,credit_card,0.0976,10.77895629,17.65,712,3029.958333,6981,42.8,0,0,0,0,96.47
1,home_improvement,0.1197,11.65442503,15.49,672,5159.958333,22625,86.4,1,1,0,0,149.4
1,home_improvement,0.1166,11.15051985,3.53,677,3120,669,15.6,0,0,0,0,165.27
1,credit_card,0.1197,11.39659388,14.59,677,5549.958333,5529,82.5,2,0,1,0,135.29
1,all_other,0.1703,11.48246626,16.53,662,5189.958333,1349,8.3,3,3,0,0,249.68
1,credit_card,0.1355,11.31447453,18.74,672,5820,16888,51.8,1,1,0,0,203.76
1,credit_card,0.1103,11.15625052,1.37,677,2339.958333,670,60.9,0,3,0,0,108.09
1,credit_card,0.1008,9.61580548,8.08,707,1290,3946,35.9,0,0,0,1,129.22
1,all_other,0.1071,10.81977828,9.58,702,5129.958333,854,71.2,1,0,0,1,163.01
1,debt_consolidation,0.0832,9.862665558,1.25,742,1981,296,2,0,0,0,0,128.3
1,debt_consolidation,0.1039,10.49127422,9.57,697,2430,6342,74.4,0,0,0,0,184.97
1,debt_consolidation,0.1008,10.48192509,21.57,747,4889.958333,16973,26.4,0,0,0,0,323.05
1,debt_consolidation,0.1261,10.33851146,22.83,677,2432,2876,61.2,2,0,1,0,134.03
1,all_other,0.1229,10.18490001,25.43,737,1380,1705,6.4,0,0,0,0,93.39
1,debt_consolidation,0.1008,10.20359214,12.71,732,3150,11837,20.6,0,0,0,0,161.53
1,debt_consolidation,0.0832,10.91501573,9.58,782,4439.958333,9304,24.7,1,0,0,0,220.39
1,all_other,0.1008,10.70324447,11.73,742,4499.958333,5171,44.2,1,0,0,0,161.53
1,all_other,0.1103,10.37349118,0.38,702,9929.958333,10,0.4,0,3,0,0,229.28
1,credit_card,0.0976,10.49127422,16.8,732,10199.95833,16101,75.6,0,0,0,0,199.36
1,debt_consolidation,0.1103,10.81977828,13.82,682,3990,5106,60.8,0,0,0,0,78.61
1,major_purchase,0.1134,10.23995979,23.14,752,2400,95,0.8,1,0,0,1,220.43
1,home_improvement,0.1576,10.66061161,13.56,662,3450,2076,23.1,2,0,0,0,350.39
1,credit_card,0.1103,10.52788737,24.97,757,6780,22403,32,0,0,0,0,147.39
1,debt_consolidation,0.1608,11.31447453,19.96,662,6599.958333,19608,31.1,1,0,0,1,387.17
1,debt_consolidation,0.1071,11.08980542,13.08,702,4379.958333,35098,51.5,2,0,0,0,286.9
1,credit_card,0.1039,11.41861479,10.64,707,3331,11336,31.9,2,1,0,0,243.38
1,debt_consolidation,0.08,10.46310334,15.81,797,4740,644,2.7,0,0,0,0,219.36
1,debt_consolidation,0.1039,10.95080655,14.42,732,2579.958333,15444,47.8,0,0,0,0,259.61
1,all_other,0.0863,10.40426284,1.16,812,7409.958333,2248,3.1,0,0,0,0,506.05
1,debt_consolidation,0.1071,10.65169094,16.83,687,2370,8911,53.4,2,1,0,0,97.81
1,debt_consolidation,0.1197,11.32659589,7.46,687,6900,17430,92.2,0,0,1,0,307.93
1,debt_consolidation,0.1387,10.70324447,29.15,752,4529.958333,5171,44.2,1,0,0,0,170.58
1,home_improvement,0.1039,10.4341158,18.46,717,5670,175,1,0,0,0,1,178.48
1,home_improvement,0.0945,10.81977828,3.12,762,2579.958333,1133,18,1,0,0,0,272.09
1,major_purchase,0.0768,11.0303147,12.29,762,10709.95833,7232,3.6,2,0,0,0,99.81
1,debt_consolidation,0.1292,10.98529272,18.81,672,3889,12195,58.9,3,0,1,1,252.42
1,debt_consolidation,0.1292,9.825093485,9.41,662,11039.95833,4652,89.5,1,1,0,0,168.28
1,credit_card,0.1134,11.7905572,5.44,682,4889.958333,25120,85.4,1,0,1,0,296.1
1,debt_consolidation,0.1008,11.03488966,8.11,712,5549.958333,5815,49.3,2,0,1,0,206.76
1,debt_consolidation,0.1008,11.00209984,19.72,732,5070,19500,30.9,0,0,0,0,310.13
1,debt_consolidation,0.1008,10.49664864,21.78,762,6719.958333,12879,19.5,1,0,0,0,128.42
1,credit_card,0.1103,11.28978191,11.03,697,10649.95833,43712,82.5,0,0,0,1,147.39
1,debt_consolidation,0.1387,11.60823564,18.62,662,6299.958333,68030,82.7,3,0,0,0,327.5
1,all_other,0.1134,11.56171563,11.04,677,1650,1527,50.9,2,0,1,0,131.6
1,debt_consolidation,0.145,10.81977828,20.59,662,1680,19056,69,0,0,0,0,289.14
1,debt_consolidation,0.1229,10.46310334,20.78,687,4620,9408,64,1,0,0,0,213.46
1,credit_card,0.1166,11.00209984,21.52,707,4529.958333,39010,34.2,1,0,0,0,185.1
1,debt_consolidation,0.1103,11.56171563,11.14,692,7054.958333,30449,61.3,2,0,0,0,245.65
1,all_other,0.0976,10.75790288,13.53,717,8429.958333,5000,23.1,1,0,0,0,160.78
1,all_other,0.08,10.20359214,5.38,752,4350,5959,70.9,0,0,0,0,188.02
1,all_other,0.1071,12.20607265,12.48,702,7319.958333,53087,69.9,1,0,0,1,163.01
1,credit_card,0.1134,10.46310334,14.47,687,2339.958333,7722,48.9,0,0,0,0,118.44
1,credit_card,0.1387,10.66881585,24.51,687,4109.958333,21043,81.6,3,0,0,1,118.55
1,all_other,0.1103,10.30895266,14.56,682,5189.958333,8572,84,1,0,1,0,98.26
1,debt_consolidation,0.1039,11.3736634,14.79,712,5430,21532,66.9,2,0,0,0,207.69
1,debt_consolidation,0.0945,10.27505111,17.63,722,4320,3717,15.1,0,0,1,0,128.04
1,all_other,0.0737,11.49272276,0,782,6450,5235,5.1,0,0,0,0,62.1
1,debt_consolidation,0.1292,10.4341158,20.33,672,1770,20853,43.4,2,0,0,0,154.82
1,credit_card,0.1166,11.0090258,19.58,697,5519.958333,15948,88.8,0,0,1,1,122.3
1,credit_card,0.1418,11.40756495,20.77,672,2626.958333,59106,62.3,0,0,0,0,342.66
1,debt_consolidation,0.1134,10.858999,16.98,692,1469.958333,2898,41.4,0,0,0,0,210.56
1,major_purchase,0.0863,11.28978191,14.6,762,3370.958333,1127,3.8,1,0,0,0,237.21
1,debt_consolidation,0.1197,11.15625052,6.6,677,2400,16952,40.4,2,0,0,1,136.95
1,all_other,0.1008,11.88448902,5.53,707,5611.958333,26681,41.4,2,0,0,0,177.68
1,credit_card,0.1166,11.51292546,20.53,702,7079.958333,91557,87.8,0,0,0,1,101.64
1,debt_consolidation,0.0863,11.51292546,4.55,727,6480,3828,12,0,1,0,0,189.77
1,debt_consolidation,0.08,10.69194491,16.04,777,3389.958333,752,1.9,1,0,0,0,219.36
1,home_improvement,0.08,10.59663473,5.7,762,9599.958333,7755,10.8,3,0,0,0,156.69
1,all_other,0.08,10.69194491,0.95,797,6636.958333,2051,0.7,5,0,0,0,175.49
1,all_other,0.1071,10.57131693,11.69,697,1680,8858,52.4,2,0,0,0,293.42
1,all_other,0.1008,10.858999,5.33,707,10739.95833,4972,61.4,0,0,0,0,138.92
1,debt_consolidation,0.1197,11.08214255,14.95,682,3120,45028,95.2,1,0,0,0,70.55
1,all_other,0.08,11.08214255,12.55,802,6299.958333,116416,1.4,0,0,0,1,70.51
1,debt_consolidation,0.1197,11.00209984,24.94,732,6359.958333,21765,49.4,0,0,0,0,76.36
1,all_other,0.0832,10.49127422,1.77,757,4019.958333,6837,17.5,3,0,0,0,134.6
1,credit_card,0.1071,10.30895266,20.28,717,3150,6024,45.3,0,0,0,0,163.01
1,all_other,0.0737,10.59663473,12.9,777,10259.95833,4055,46.6,0,0,0,0,31.05
1,debt_consolidation,0.1008,11.30220443,14.79,712,6900,66235,97.4,0,0,0,1,171.22
1,credit_card,0.1134,11.48246626,17.15,687,5189.958333,29243,96.2,1,0,1,0,180.95
1,all_other,0.1103,11.00209984,10.94,687,10050,20066,88.1,1,1,0,0,163.77
1,credit_card,0.1229,10.47163824,14.96,677,4829.958333,18099,69.2,0,0,0,0,166.77
1,all_other,0.08,11.73606902,5.46,797,9330,3638,20.3,2,0,0,0,112.82
1,all_other,0.0863,11.35040654,18.52,747,6420,28180,27,0,0,0,0,163.68
1,debt_consolidation,0.1008,10.77895629,9.3,707,6329.958333,4201,36.2,0,0,0,1,193.83
1,all_other,0.1008,11.51292546,21.54,742,4350,29144,31.8,0,0,0,0,122.76
1,home_improvement,0.1166,11.08214255,19.68,687,4499.958333,44548,39.6,0,0,0,0,231.37
1,debt_consolidation,0.0945,10.59663473,15.06,727,5070,6301,30.7,0,1,0,0,160.05
1,educational,0.1222,11.00209984,18.08,692,3190,26013,37,1,0,0,0,179.93
1,all_other,0.0768,11.28983191,11.46,762,8819.958333,6222,18.7,0,0,0,0,62.38
1,home_improvement,0.1071,10.75790288,13.3,702,6060,10083,53.9,1,0,1,1,116.56
1,credit_card,0.1039,11.01862914,9.29,692,3090,14350,90.3,0,0,0,0,132.24
1,credit_card,0.1292,11.31447453,9.06,662,6629.958333,20644,90.5,1,1,0,0,164.08
1,all_other,0.1292,10.81977828,18.01,672,2249.958333,7423,53.4,0,0,0,1,195.21
1,debt_consolidation,0.1292,9.871377499,15.06,667,7409.958333,8150,70.1,2,0,1,0,153.98
1,all_other,0.08,10.71441777,7.17,797,6090,9409,11.1,1,0,0,0,235.03
1,debt_consolidation,0.0832,10.59663473,2.82,742,2070,4712,25.3,0,0,0,0,188.91
1,debt_consolidation,0.1197,10.59663473,23.85,732,2353.958333,12811,47.6,0,0,0,1,153.55
1,debt_consolidation,0.1387,11.03488966,19.24,662,1601.958333,10748,90.3,0,0,0,0,255.86
1,debt_consolidation,0.1355,10.6454249,16.46,662,4439.958333,13779,59.4,1,0,0,0,254.7
1,home_improvement,0.0863,11.1124479,10.33,727,5189.958333,2410,4.4,1,1,0,0,173.17
1,educational,0.1545,10.49127422,24.03,662,2339.958333,6668,40.9,1,0,0,0,209.32
1,all_other,0.1324,11.66992921,5.78,662,10080,23611,32.7,0,2,0,0,253.58
1,all_other,0.1008,11.28978191,17.61,722,3870,2930,10.7,2,0,1,1,188.99
1,credit_card,0.1071,11.08214255,6.77,692,3389.958333,11817,94.5,2,0,0,0,167.09
1,debt_consolidation,0.1103,10.91508846,11.76,692,2430,6565,26.6,1,1,0,0,212.9
1,debt_consolidation,0.1134,10.9040459,15.09,682,2940,10944,37.6,3,0,0,0,164.5
1,all_other,0.1039,11.09741002,1.56,697,2309.958333,15807,20,0,0,0,0,118.45
1,debt_consolidation,0.0863,10.34817337,1.92,732,5549.958333,814,3.8,0,0,0,0,98.84
1,credit_card,0.1103,10.59663473,16.98,697,3660,8366,62,2,0,0,0,183.42
1,all_other,0.1166,10.40426284,4.51,672,2130,6487,53.6,3,0,0,0,57.85
1,credit_card,0.06,11.1844214,14.07,672,2910,15885,46.9,1,1,0,0,231.03
1,debt_consolidation,0.0945,10.12647109,11.38,722,1710,6291,24,0,0,0,0,128.04
1,debt_consolidation,0.1008,11.08214255,16.26,717,2820,16471,37.9,1,0,0,0,242.29
1,all_other,0.08,11.08214255,5.26,762,3870,0,0,1,0,0,0,219.36
1,all_other,0.0832,10.63258761,9.86,752,7170,11077,56.2,0,0,0,0,110.2
1,credit_card,0.1355,10.91508846,21.51,672,3870,17590,86.2,1,0,0,1,254.7
1,credit_card,0.1039,10.91501573,12.18,692,1770,4520,47.1,1,0,0,0,162.26
1,debt_consolidation,0.1134,9.975808214,13.67,687,1199.958333,8359,64.5,2,0,0,0,246.75
1,debt_consolidation,0.1039,10.4723179,18.99,712,1859.958333,8775,34.1,1,0,0,0,153.33
1,all_other,0.1166,10.69194491,20.54,702,2339.958333,8507,56.7,0,1,0,0,231.37
1,educational,0.0768,9.741203889,2.26,752,1800,1223,10.7,0,0,0,0,109.17
1,credit_card,0.0832,10.71441777,11.04,767,7439.958333,15862,53.8,0,0,0,0,156.64
1,debt_consolidation,0.1103,11.40756495,17.71,692,3480,39307,86,0,0,0,0,166.23
1,credit_card,0.1134,10.30895266,8.32,677,2219.958333,4255,30.8,3,0,0,0,131.6
1,debt_consolidation,0.0737,10.46321762,7.1,782,4860.958333,3914,15.5,0,0,0,0,36.48
1,home_improvement,0.0832,10.6454249,5.49,747,13259.95833,398,1.2,3,2,0,1,149.55
1,credit_card,0.0976,10.54975275,15.63,722,7920,967,6.4,1,0,0,0,162.39
1,debt_consolidation,0.1261,10.45679779,17.8,672,5612.958333,12893,76.7,0,1,0,0,251.3
1,all_other,0.1039,11.2515607,5.91,697,6900,17243,43,1,0,0,1,134.67
1,home_improvement,0.1229,13.12236338,2.19,672,2190,6459,23.8,1,0,0,0,163.43
1,credit_card,0.0832,10.57131693,10.83,742,6329.958333,29129,48.3,6,0,0,0,151.13
1,debt_consolidation,0.1008,10.51867319,20.92,742,8760,1620,17.2,0,0,0,0,129.22
1,all_other,0.1273,11.00209984,20.64,712,1800,3353,54.1,0,0,0,0,335.67
1,home_improvement,0.0863,11.00209984,17.64,732,5070,24249,54.6,1,0,0,0,50.61
1,debt_consolidation,0.1039,10.54534144,17.91,707,1410,3718,19.8,2,0,0,0,194.71
1,debt_consolidation,0.1292,10.59653473,16.29,667,2729.958333,14244,85.8,2,0,0,0,168.28
1,debt_consolidation,0.1261,11.22524339,20.58,677,6976.958333,57633,64.1,0,1,0,0,251.3
1,credit_card,0.0976,10.30895266,17.04,717,1110,2489,32.3,0,0,0,0,128.62
1,debt_consolidation,0.1324,10.96812932,13.28,662,5609.958333,9816,65.4,0,1,0,0,169.05
1,debt_consolidation,0.1166,11.13458902,8.51,672,4559.958333,20487,94,0,0,0,0,138.82
1,credit_card,0.145,11.59910316,21.84,662,4950,44098,92.3,2,0,0,0,258.16
1,debt_consolidation,0.1229,10.20507253,23.52,712,1440,3573,30.8,0,0,0,0,133.42
1,all_other,0.1292,10.81977828,17.54,667,5939.958333,23401,35.8,1,3,0,1,252.42
1,debt_consolidation,0.1166,10.41774727,23.75,702,5430,3877,23.8,2,0,1,0,82.64
1,all_other,0.0737,10.71973693,1.72,797,4559.958333,1397,3,0,0,0,0,99.35
1,all_other,0.1229,11.03488966,8.25,667,1919.958333,29863,82.7,0,0,0,1,168.44
1,credit_card,0.1197,10.89673933,18.76,682,2820,22677,86.3,1,1,0,0,219.12
1,all_other,0.08,10.70324447,7.77,767,3870,6301,22.7,1,0,0,0,219.36
1,debt_consolidation,0.1071,11.28968191,13.02,702,3479.958333,8709,30.1,3,0,0,0,244.52
1,debt_consolidation,0.1261,11.28983191,18.18,677,4320,12749,61.9,1,0,0,1,251.3
1,credit_card,0.1379,10.77895629,16.64,692,3912.041667,14398,96,0,0,0,0,306.68
1,all_other,0.0737,10.59653473,6.39,782,3570,409,2,0,0,0,0,93.14
1,credit_card,0.1134,10.54534144,12.95,687,5100,6236,67.8,2,0,0,0,213.85
1,debt_consolidation,0.1008,10.81977828,2.93,707,1740,8453,77.6,3,0,0,1,242.29
1,educational,0.1166,10.08580911,3.45,672,3719.958333,3060,21.7,0,1,0,0,132.21
1,major_purchase,0.0976,10.73630972,15.94,712,3479.958333,1062,48.3,1,2,0,0,96.47
1,all_other,0.0832,10.53677857,9.01,762,2881,4007,24,0,0,0,0,236.14
1,major_purchase,0.0945,10.16554408,14.82,717,4169.958333,1059,11.1,0,0,0,0,96.03
1,major_purchase,0.08,11.98292909,9.98,772,5909.958333,19414,27.9,1,0,0,0,235.03
1,debt_consolidation,0.0945,10.63103616,16.52,727,3135,2185,15.4,0,0,0,0,233.67
1,all_other,0.0945,11.01862914,9.45,712,3119.958333,9332,97.2,0,0,0,0,32.01
1,all_other,0.0976,11.04132055,0,707,2669.958333,0,0,2,0,0,0,176.86
1,all_other,0.1039,10.30895266,10.24,702,10319.95833,10444,14.1,1,1,0,0,243.38
1,all_other,0.08,11.00209984,4.96,777,7859.958333,78935,26.2,7,0,0,0,235.03
1,credit_card,0.0976,9.392661929,9.6,707,1320,3987,31.9,1,0,0,0,128.62
1,educational,0.1008,10.40426284,18.91,717,3480.958333,9379,10.9,0,1,0,0,226.14
1,all_other,0.1008,11.08220409,1.55,697,4380,9743,62.9,1,0,0,0,80.77
1,credit_card,0.0768,12.20607265,2.49,767,3870,3119,1.5,2,0,0,0,93.57
1,credit_card,0.08,9.942708266,10.04,767,3449.958333,7797,72.2,0,0,0,0,206.83
1,debt_consolidation,0.1229,11.08214255,1.68,672,1259.958333,2871,7.9,2,3,0,0,250.15
1,home_improvement,0.0863,11.77528973,10.62,727,7769.958333,1780,25.8,0,0,0,0,158.14
1,home_improvement,0.0945,11.60823564,8.68,722,13349.95833,1390,1.8,1,0,0,0,192.06
1,credit_card,0.1071,10.49127422,15.2,687,3029.958333,2823,33.2,3,1,1,0,78.25
1,debt_consolidation,0.1103,11.00209984,16.12,692,4469.958333,16382,52.3,1,1,0,1,245.65
1,all_other,0.1229,11.00209984,11.1,662,3059.958333,6317,45.4,0,0,0,0,64.21
1,debt_consolidation,0.1197,11.41861479,7.89,677,5249.958333,13068,30.6,3,1,0,0,249
1,all_other,0.1324,11.32055357,11.42,662,2609.958333,12844,51.8,1,0,1,0,253.58
1,all_other,0.1545,10.59663473,24.57,662,2435,1851,92.5,3,0,0,0,174.44
1,credit_card,0.1103,11.35040654,21.91,717,5189.958333,63167,84,2,0,0,0,245.65
1,credit_card,0.1103,11.25504424,21.11,717,5587.958333,68356,71.6,2,0,0,0,245.65
1,debt_consolidation,0.0832,10.59653473,5.43,742,2850,9830,19,5,0,0,0,204.65
1,all_other,0.1008,10.71441777,21.57,722,2309.958333,1949,48.7,0,0,0,0,51.69
1,home_improvement,0.0976,10.46310334,16.77,717,2923,7708,48.2,1,0,0,0,154.35
1,credit_card,0.1008,10.59663473,11.87,702,4620,13300,51.6,0,0,1,0,167.99
1,credit_card,0.1039,10.87804719,20.92,737,2279.958333,9754,39,0,0,0,0,243.38
1,debt_consolidation,0.1324,11.77525896,16.78,662,4260,89952,79.5,3,0,0,1,253.58
1,credit_card,0.0863,11.00209984,19.48,762,2580,0,0,2,0,0,0,132.84
1,debt_consolidation,0.1134,11.00209984,8.92,687,7260,1954,4.8,0,2,0,0,246.75
1,all_other,0.1008,11.00209984,14.34,707,2970,9737,44.7,2,0,0,0,161.53
1,credit_card,0.1071,10.08580911,17.4,697,1949.958333,4063,76.7,0,0,0,0,114.11
1,major_purchase,0.1229,10.97472864,5.24,667,4980,5073,50,2,0,0,0,166.77
1,home_improvement,0.1103,11.42566678,12.44,682,5700,7945,41.4,2,0,0,0,163.77
1,credit_card,0.1134,9.798127037,21.13,697,2070,3918,72.6,1,0,0,0,39.48
1,debt_consolidation,0.0832,9.40261226,6.14,727,4110.958333,2877,70.2,0,0,0,0,113.35
1,debt_consolidation,0.1134,10.12647109,11.23,682,2460,2083,28.1,3,0,0,0,213.85
1,debt_consolidation,0.0863,9.873234509,11.01,727,2040.958333,6835,34.7,0,0,0,0,126.52
1,credit_card,0.0863,10.50369674,18.77,757,2369.958333,0,0,1,0,0,0,189.77
1,home_improvement,0.0768,10.77895629,0.38,812,7950,52,0.3,0,0,0,0,155.95
1,credit_card,0.1103,10.87804719,10.82,687,2100,2927,53.2,2,0,0,0,149.03
1,debt_consolidation,0.1253,11.10501738,17.36,697,4229.041667,20024,73.1,0,0,0,0,401.6
1,all_other,0.1039,11.05879518,8.96,707,4740,3565,70,2,0,0,0,233.65
1,debt_consolidation,0.0976,11.11988288,13.55,722,6630,41154,47.1,0,0,0,0,241.16
1,all_other,0.1134,10.40426284,3.96,682,1649.958333,8644,28,1,0,0,0,246.75
1,all_other,0.08,9.798127037,1.33,747,1440,139,5,0,0,0,0,163.74
1,debt_consolidation,0.0863,11.2771525,7.53,722,5761,20237,32.7,2,0,0,0,142.33
1,all_other,0.1292,10.37349118,4.76,662,1350,4378,71.2,0,0,0,0,201.94
1,all_other,0.1197,10.95080655,6.06,677,8939.958333,5450,40.7,0,0,0,0,249
1,credit_card,0.0945,9.903487553,5.16,722,3180,3621,14.9,0,0,0,0,128.04
1,all_other,0.1039,10.81977828,6.86,702,3180,12742,61.6,1,0,0,0,243.38
1,debt_consolidation,0.1103,10.87804719,3.83,682,3930,3491,23.6,0,0,0,0,180.15
1,all_other,0.1103,10.4125917,8.4,687,3359.958333,7305,73,0,0,0,0,196.52
1,debt_consolidation,0.1039,10.6454249,3.26,702,1443,3608,65.6,1,0,0,1,243.38
1,all_other,0.1229,10.6454249,21.66,682,2910,489,27.2,1,0,0,1,166.77
1,all_other,0.1229,10.69203582,0.95,667,2970,1315,17.1,2,1,0,0,210.13
1,credit_card,0.1071,11.40756495,13.57,702,5010,7957,26.4,1,0,0,0,244.52
1,credit_card,0.1008,10.77895629,3.33,702,5705.958333,899,15,0,0,1,0,161.53
1,debt_consolidation,0.1197,11.13959835,21.63,692,5130,30245,40.8,2,0,0,1,249
1,all_other,0.1128,11.51292546,19.6,717,11102.95833,52132,55.7,1,0,0,1,368.17
1,credit_card,0.0945,11.47001796,14.56,732,5639.958333,30181,35.7,1,0,0,0,184.06
1,home_improvement,0.1229,10.95156065,19.92,667,9209.958333,26036,89.5,1,1,0,1,70.05
1,major_purchase,0.08,10.16585182,2.31,747,1800,1220,8.4,1,0,0,0,175.49
1,debt_consolidation,0.1071,10.51325312,16.24,697,4919.958333,3382,36.1,0,0,0,0,192.35
1,educational,0.1166,11.00209984,18.4,677,5370,926,4.5,3,1,0,0,52.89
1,debt_consolidation,0.1261,10.6454249,5.71,667,1500,8944,57,1,0,0,0,251.3
1,all_other,0.0832,10.37361617,15.07,762,2460,1152,16.5,0,0,0,0,125.94
1,all_other,0.0737,10.4341158,0.35,807,7139.958333,102,0.3,1,0,0,0,31.05
1,all_other,0.1166,11.01862914,17.59,687,2850,6550,47.8,2,0,0,0,247.9
1,home_improvement,0.08,10.77895629,4.28,812,7950,52,0.3,0,0,0,0,235.03
1,home_improvement,0.1229,11.7829526,3.18,672,3540,56481,61.7,0,0,1,0,250.15
1,debt_consolidation,0.1103,11.65268741,7.55,687,4949.958333,34753,95.2,0,0,0,0,245.65
1,all_other,0.0976,11.28983191,17.01,712,3479.958333,29889,37.4,1,0,0,0,64.31
1,educational,0.0832,10.69194491,3.74,747,3389.958333,11585,27.1,1,0,0,0,236.14
1,educational,0.0832,11.51292546,7.87,757,10470,8681,23.2,0,0,0,0,191.27
1,all_other,0.1197,10.77895629,10.4,667,3839.958333,16746,69.2,1,0,0,0,66.4
1,major_purchase,0.1229,10.6454249,1.71,672,2610,1487,45.1,0,0,0,1,100.06
1,debt_consolidation,0.1261,10.30895266,19.92,672,1800,3211,78.3,2,0,0,1,201.04
1,all_other,0.0832,10.81977828,4.42,742,2009.958333,1098,7.1,0,0,0,0,220.39
1,major_purchase,0.1134,10.46310334,5.69,682,5249.958333,2745,40.4,0,0,0,0,230.3
1,debt_consolidation,0.1261,11.87145968,10.92,662,4080,4736,16.8,2,1,0,0,134.03
1,home_improvement,0.0832,10.30908599,1.52,757,2520,1304,9.7,0,0,0,0,236.14
1,debt_consolidation,0.1286,10.78931908,20.56,682,3330,20716,82.1,2,2,0,0,252.2
1,all_other,0.1229,11.9512062,7.43,662,5219.958333,8545,30.6,2,0,0,0,50.03
1,debt_consolidation,0.1287,10.93310697,22.18,702,3303,5170,8.6,2,0,0,0,504.5
1,credit_card,0.1229,10.4341158,20.56,687,1410,4029,24,1,0,0,0,183.45
1,educational,0.0945,10.71441777,1.57,722,7560,2258,10.7,2,0,1,1,240.08
1,educational,0.1355,11.15625052,24.22,687,3749.958333,8547,55.1,1,1,0,0,232.63
1,debt_consolidation,0.0976,10.02552818,6.74,717,1679.958333,7313,29.6,0,0,0,1,241.16
1,debt_consolidation,0.0863,10.46321762,6,747,5850,5541,26.5,2,0,0,0,237.21
1,debt_consolidation,0.1039,10.46310334,13.17,697,4229.958333,19,0.2,1,0,0,1,48.68
1,debt_consolidation,0.1324,10.30895266,13.44,667,1289.958333,9142,81.6,1,0,0,0,253.58
1,educational,0.1103,10.81977828,16.56,687,4499.958333,5584,80.9,2,0,1,0,163.77
1,credit_card,0.1008,10.54534144,18.09,722,2369.958333,12391,66.6,1,0,0,0,232.6
1,debt_consolidation,0.0945,10.71441777,5.17,722,2460,5275,48,0,0,0,0,96.03
1,educational,0.1008,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,1,96.92
1,debt_consolidation,0.1324,10.05173513,16.76,667,2820,4013,66.9,0,0,0,1,253.58
1,home_improvement,0.0832,10.33501019,10.13,742,4307,20337,39.2,3,0,0,0,157.43
1,debt_consolidation,0.1166,10.59653473,3.99,677,2460,7102,18.7,0,0,0,0,135.52
1,all_other,0.1039,9.998979534,8.13,692,1559.958333,1599,9.6,2,1,0,0,64.91
1,all_other,0.1166,11.62803827,6.75,677,2759.958333,19328,96.2,2,0,0,0,175.18
1,credit_card,0.1103,10.75790288,20.81,707,4350,25469,98.5,1,0,0,0,147.39
1,credit_card,0.1103,10.96819829,21.12,717,4619.958333,36605,91.1,0,0,0,0,245.65
1,credit_card,0.0976,11.01856357,12.37,712,3149.958333,6432,99,2,0,0,1,192.93
1,credit_card,0.1387,11.56171563,23.99,687,4949.958333,68479,48.9,0,3,0,0,221.75
1,all_other,0.097,10.59653473,0.51,717,1232.958333,38,1.3,0,1,0,0,176.7
1,all_other,0.08,11.44035477,0,737,1229.958333,500,2.4,2,0,0,0,94.01
1,all_other,0.08,10.71840979,6.61,752,2163,0,0,3,0,0,0,219.36
1,all_other,0.0832,10.81977828,2.42,762,3180,4880,38.1,0,0,0,0,236.14
1,all_other,0.0768,10.46310334,0,772,6809.958333,1238,7.3,0,1,0,0,154.39
1,debt_consolidation,0.1134,10.46310334,10.66,682,2714.958333,1238,47.7,0,2,0,0,246.75
1,debt_consolidation,0.1001,11.00209984,11.22,707,6630,27591,54.9,0,0,1,0,193.64
1,credit_card,0.1538,11.17043516,23.54,667,5249.958333,9371,50.1,1,3,0,0,243.97
1,debt_consolidation,0.1191,10.5627418,7.98,672,5729.958333,11689,89.2,0,0,0,0,159.23
1,debt_consolidation,0.1222,10.59653473,24.63,727,3449.958333,6083,56.3,1,0,0,0,249.9
1,all_other,0.1222,9.546812609,21.51,682,1530,8172,34,1,0,0,0,49.98
1,all_other,0.1001,10.98108047,10.8,702,2520,1051,58.4,1,0,0,0,71
1,major_purchase,0.1191,10.14643373,2.68,677,1740,4885,35.4,2,0,0,0,185.76
1,credit_card,0.08,11.41861479,6.36,752,7804.958333,21135,19.7,0,0,0,0,219.36
1,all_other,0.1222,11.01856357,21.35,682,3899.958333,12074,51,0,0,0,0,99.96
1,credit_card,0.1128,11.65507586,10.12,687,4979.958333,34842,95.5,0,0,0,0,246.54
1,home_improvement,0.1128,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,1,164.36
